ID,VPL,USERID,DATESSUBMITTED,COMMENTS,DATEGRADED,GRADE,DATA_ENVIO,DATA_AVALIACAO,NOTA
22669,107,44,1684691290,,1684691296,1.000.000,2023-05-21 17:48:10,2023-05-21 17:48:16,10.0
22670,107,40,1684692564,,0,,2023-05-21 18:09:24,1970-01-01 00:00:00,
22672,107,40,1684692614,,0,,2023-05-21 18:10:14,1970-01-01 00:00:00,
22673,107,40,1684692687,,0,,2023-05-21 18:11:27,1970-01-01 00:00:00,
22674,107,40,1684692730,,0,,2023-05-21 18:12:10,1970-01-01 00:00:00,
22675,107,40,1684692781,,0,,2023-05-21 18:13:01,1970-01-01 00:00:00,
22677,107,40,1684692828,,0,,2023-05-21 18:13:48,1970-01-01 00:00:00,
22679,107,40,1684692875,,0,,2023-05-21 18:14:35,1970-01-01 00:00:00,
22684,108,44,1684693333,,0,,2023-05-21 18:22:13,1970-01-01 00:00:00,
22686,108,44,1684693429,,0,,2023-05-21 18:23:49,1970-01-01 00:00:00,
22689,108,44,1684693523,,0,,2023-05-21 18:25:23,1970-01-01 00:00:00,
22691,108,44,1684693578,,1684693699,1.000.000,2023-05-21 18:26:18,2023-05-21 18:28:19,10.0
22692,107,40,1684693581,,0,,2023-05-21 18:26:21,1970-01-01 00:00:00,
22693,107,40,1684693603,,0,,2023-05-21 18:26:43,1970-01-01 00:00:00,
22694,107,40,1684693723,,0,,2023-05-21 18:28:43,1970-01-01 00:00:00,
22696,107,40,1684693778,,0,,2023-05-21 18:29:38,1970-01-01 00:00:00,
22699,107,40,1684693834,,0,,2023-05-21 18:30:34,1970-01-01 00:00:00,
22702,107,40,1684693892,,0,,2023-05-21 18:31:32,1970-01-01 00:00:00,
22705,107,40,1684693946,,0,,2023-05-21 18:32:26,1970-01-01 00:00:00,
22706,107,40,1684693976,,0,,2023-05-21 18:32:56,1970-01-01 00:00:00,
22710,108,40,1684694149,,0,,2023-05-21 18:35:49,1970-01-01 00:00:00,
22714,109,44,1684694275,,0,,2023-05-21 18:37:55,1970-01-01 00:00:00,
22715,109,44,1684694321,,1684694375,1.000.000,2023-05-21 18:38:41,2023-05-21 18:39:35,10.0
22721,110,44,1684694859,,0,,2023-05-21 18:47:39,1970-01-01 00:00:00,
22724,110,44,1684695034,,0,,2023-05-21 18:50:34,1970-01-01 00:00:00,
22726,110,44,1684695092,,0,,2023-05-21 18:51:32,1970-01-01 00:00:00,
22729,110,44,1684695145,,0,,2023-05-21 18:52:25,1970-01-01 00:00:00,
22730,107,40,1684695150,,0,,2023-05-21 18:52:30,1970-01-01 00:00:00,
22731,107,40,1684695205,,1684695337,0,2023-05-21 18:53:25,2023-05-21 18:55:37,0.0
22732,110,44,1684695211,,1684695251,1.000.000,2023-05-21 18:53:31,2023-05-21 18:54:11,10.0
22735,107,40,1684695425,,0,,2023-05-21 18:57:05,1970-01-01 00:00:00,
22737,107,40,1684695507,,0,,2023-05-21 18:58:27,1970-01-01 00:00:00,
22739,107,40,1684695589,,0,,2023-05-21 18:59:49,1970-01-01 00:00:00,
22742,107,40,1684695628,,0,,2023-05-21 19:00:28,1970-01-01 00:00:00,
22743,107,40,1684695667,,0,,2023-05-21 19:01:07,1970-01-01 00:00:00,
22744,107,40,1684695823,,0,,2023-05-21 19:03:43,1970-01-01 00:00:00,
22746,103,38,1684695961,,0,,2023-05-21 19:06:01,1970-01-01 00:00:00,
22748,103,38,1684696007,,0,,2023-05-21 19:06:47,1970-01-01 00:00:00,
22750,107,40,1684696028,,0,,2023-05-21 19:07:08,1970-01-01 00:00:00,
22752,103,38,1684696044,,0,,2023-05-21 19:07:24,1970-01-01 00:00:00,
22753,107,40,1684696048,,0,,2023-05-21 19:07:28,1970-01-01 00:00:00,
22754,111,44,1684696095,,0,,2023-05-21 19:08:15,1970-01-01 00:00:00,
22757,111,44,1684696133,,0,,2023-05-21 19:08:53,1970-01-01 00:00:00,
22758,107,40,1684696144,,0,,2023-05-21 19:09:04,1970-01-01 00:00:00,
22760,103,38,1684696192,,0,,2023-05-21 19:09:52,1970-01-01 00:00:00,
22761,111,44,1684696192,,0,,2023-05-21 19:09:52,1970-01-01 00:00:00,
22763,103,38,1684696218,,0,,2023-05-21 19:10:18,1970-01-01 00:00:00,
22764,107,40,1684696246,,0,,2023-05-21 19:10:46,1970-01-01 00:00:00,
22765,111,44,1684696248,,1684696266,500.000,2023-05-21 19:10:48,2023-05-21 19:11:06,5.0
22766,111,44,1684696292,,1684696297,1.000.000,2023-05-21 19:11:32,2023-05-21 19:11:37,10.0
22768,103,38,1684696336,,0,,2023-05-21 19:12:16,1970-01-01 00:00:00,
22770,107,40,1684696496,,0,,2023-05-21 19:14:56,1970-01-01 00:00:00,
22771,107,40,1684696508,,0,,2023-05-21 19:15:08,1970-01-01 00:00:00,
22774,107,40,1684696569,,0,,2023-05-21 19:16:09,1970-01-01 00:00:00,
22775,107,40,1684696580,,0,,2023-05-21 19:16:20,1970-01-01 00:00:00,
22776,103,38,1684696644,,0,,2023-05-21 19:17:24,1970-01-01 00:00:00,
22778,103,38,1684696665,,0,,2023-05-21 19:17:45,1970-01-01 00:00:00,
22779,107,40,1684696678,,0,,2023-05-21 19:17:58,1970-01-01 00:00:00,
22784,107,40,1684696731,,0,,2023-05-21 19:18:51,1970-01-01 00:00:00,
22786,107,40,1684696793,,0,,2023-05-21 19:19:53,1970-01-01 00:00:00,
22789,107,40,1684696846,,1684776460,0,2023-05-21 19:20:46,2023-05-22 17:27:40,0.0
22791,103,38,1684696974,,0,,2023-05-21 19:22:54,1970-01-01 00:00:00,
22792,110,46,1684696976,,0,,2023-05-21 19:22:56,1970-01-01 00:00:00,
22794,103,38,1684696997,,0,,2023-05-21 19:23:17,1970-01-01 00:00:00,
22795,110,46,1684697006,,1684697059,0,2023-05-21 19:23:26,2023-05-21 19:24:19,0.0
22797,110,46,1684697317,,0,,2023-05-21 19:28:37,1970-01-01 00:00:00,
22798,110,46,1684697333,,0,,2023-05-21 19:28:53,1970-01-01 00:00:00,
22799,103,38,1684697347,,0,,2023-05-21 19:29:07,1970-01-01 00:00:00,
22800,103,38,1684697357,,0,,2023-05-21 19:29:17,1970-01-01 00:00:00,
22801,108,40,1684697372,,0,,2023-05-21 19:29:32,1970-01-01 00:00:00,
22804,108,40,1684697493,,0,,2023-05-21 19:31:33,1970-01-01 00:00:00,
22806,110,46,1684697524,,0,,2023-05-21 19:32:04,1970-01-01 00:00:00,
22807,110,46,1684697549,,0,,2023-05-21 19:32:29,1970-01-01 00:00:00,
22808,108,40,1684697555,,0,,2023-05-21 19:32:35,1970-01-01 00:00:00,
22809,103,38,1684697584,,0,,2023-05-21 19:33:04,1970-01-01 00:00:00,
22810,108,40,1684697593,,0,,2023-05-21 19:33:13,1970-01-01 00:00:00,
22811,108,40,1684697627,,0,,2023-05-21 19:33:47,1970-01-01 00:00:00,
22812,108,40,1684697680,,0,,2023-05-21 19:34:40,1970-01-01 00:00:00,
22814,110,46,1684697716,,0,,2023-05-21 19:35:16,1970-01-01 00:00:00,
22815,108,40,1684697732,,0,,2023-05-21 19:35:32,1970-01-01 00:00:00,
22817,110,46,1684697783,,0,,2023-05-21 19:36:23,1970-01-01 00:00:00,
22818,108,40,1684697784,,0,,2023-05-21 19:36:24,1970-01-01 00:00:00,
22819,108,40,1684697888,,0,,2023-05-21 19:38:08,1970-01-01 00:00:00,
22822,103,38,1684698236,,0,,2023-05-21 19:43:56,1970-01-01 00:00:00,
22826,103,38,1684698272,,0,,2023-05-21 19:44:32,1970-01-01 00:00:00,
22829,103,38,1684698311,,0,,2023-05-21 19:45:11,1970-01-01 00:00:00,
22831,111,46,1684698446,,0,,2023-05-21 19:47:26,1970-01-01 00:00:00,
22833,111,46,1684698507,,0,,2023-05-21 19:48:27,1970-01-01 00:00:00,
22835,111,46,1684698517,,1684699168,0,2023-05-21 19:48:37,2023-05-21 19:59:28,0.0
22838,103,38,1684698691,,0,,2023-05-21 19:51:31,1970-01-01 00:00:00,
22840,103,38,1684698727,,0,,2023-05-21 19:52:07,1970-01-01 00:00:00,
22841,103,38,1684698906,,0,,2023-05-21 19:55:06,1970-01-01 00:00:00,
22842,103,38,1684698942,,0,,2023-05-21 19:55:42,1970-01-01 00:00:00,
22845,103,38,1684698994,,1684699003,0,2023-05-21 19:56:34,2023-05-21 19:56:43,0.0
22846,103,38,1684699044,,1684699074,0,2023-05-21 19:57:24,2023-05-21 19:57:54,0.0
22850,108,40,1684699280,,0,,2023-05-21 20:01:20,1970-01-01 00:00:00,
22851,108,40,1684699335,,0,,2023-05-21 20:02:15,1970-01-01 00:00:00,
22852,111,46,1684699337,,0,,2023-05-21 20:02:17,1970-01-01 00:00:00,
22854,104,38,1684699353,,0,,2023-05-21 20:02:33,1970-01-01 00:00:00,
22855,104,38,1684699358,,0,,2023-05-21 20:02:38,1970-01-01 00:00:00,
22856,111,46,1684699389,,0,,2023-05-21 20:03:09,1970-01-01 00:00:00,
22857,108,40,1684699393,,0,,2023-05-21 20:03:13,1970-01-01 00:00:00,
22859,108,40,1684699419,,0,,2023-05-21 20:03:39,1970-01-01 00:00:00,
22860,111,46,1684699429,,0,,2023-05-21 20:03:49,1970-01-01 00:00:00,
22862,111,46,1684699461,,0,,2023-05-21 20:04:21,1970-01-01 00:00:00,
22864,108,40,1684699480,,0,,2023-05-21 20:04:40,1970-01-01 00:00:00,
22866,111,46,1684699489,,0,,2023-05-21 20:04:49,1970-01-01 00:00:00,
22868,108,40,1684699603,,0,,2023-05-21 20:06:43,1970-01-01 00:00:00,
22869,111,46,1684699623,,0,,2023-05-21 20:07:03,1970-01-01 00:00:00,
22870,108,40,1684699624,,0,,2023-05-21 20:07:04,1970-01-01 00:00:00,
22872,108,40,1684699663,,0,,2023-05-21 20:07:43,1970-01-01 00:00:00,
22873,105,38,1684699765,,0,,2023-05-21 20:09:25,1970-01-01 00:00:00,
22875,111,46,1684699786,,1684699806,500.000,2023-05-21 20:09:46,2023-05-21 20:10:06,5.0
22876,105,38,1684699791,,0,,2023-05-21 20:09:51,1970-01-01 00:00:00,
22879,105,38,1684699837,,0,,2023-05-21 20:10:37,1970-01-01 00:00:00,
22881,111,46,1684699842,,0,,2023-05-21 20:10:42,1970-01-01 00:00:00,
22883,111,46,1684699880,,1684699884,500.000,2023-05-21 20:11:20,2023-05-21 20:11:24,5.0
22884,111,46,1684699915,,1684699920,1.000.000,2023-05-21 20:11:55,2023-05-21 20:12:00,10.0
22886,108,40,1684699952,,0,,2023-05-21 20:12:32,1970-01-01 00:00:00,
22887,105,38,1684699966,,1684699977,0,2023-05-21 20:12:46,2023-05-21 20:12:57,0.0
22889,108,40,1684699990,,0,,2023-05-21 20:13:10,1970-01-01 00:00:00,
22890,108,40,1684700063,,0,,2023-05-21 20:14:23,1970-01-01 00:00:00,
22892,108,40,1684700114,,0,,2023-05-21 20:15:14,1970-01-01 00:00:00,
22895,108,40,1684700171,,0,,2023-05-21 20:16:11,1970-01-01 00:00:00,
22897,110,46,1684700180,,0,,2023-05-21 20:16:20,1970-01-01 00:00:00,
22900,108,40,1684700228,,0,,2023-05-21 20:17:08,1970-01-01 00:00:00,
22902,110,46,1684700247,,0,,2023-05-21 20:17:27,1970-01-01 00:00:00,
22904,110,46,1684700341,,0,,2023-05-21 20:19:01,1970-01-01 00:00:00,
22906,110,46,1684700415,,0,,2023-05-21 20:20:15,1970-01-01 00:00:00,
22907,110,46,1684700457,,0,,2023-05-21 20:20:57,1970-01-01 00:00:00,
22914,105,38,1684700806,,0,,2023-05-21 20:26:46,1970-01-01 00:00:00,
22916,105,38,1684700845,,0,,2023-05-21 20:27:25,1970-01-01 00:00:00,
22918,105,38,1684700877,,0,,2023-05-21 20:27:57,1970-01-01 00:00:00,
22919,105,38,1684700925,,0,,2023-05-21 20:28:45,1970-01-01 00:00:00,
22920,105,38,1684700942,,0,,2023-05-21 20:29:02,1970-01-01 00:00:00,
22921,105,38,1684701003,,0,,2023-05-21 20:30:03,1970-01-01 00:00:00,
22923,105,38,1684701033,,0,,2023-05-21 20:30:33,1970-01-01 00:00:00,
22936,109,40,1684701971,,0,,2023-05-21 20:46:11,1970-01-01 00:00:00,
22937,105,38,1684702074,,0,,2023-05-21 20:47:54,1970-01-01 00:00:00,
22938,109,40,1684702148,,0,,2023-05-21 20:49:08,1970-01-01 00:00:00,
22939,104,38,1684702185,,0,,2023-05-21 20:49:45,1970-01-01 00:00:00,
22940,109,40,1684702188,,0,,2023-05-21 20:49:48,1970-01-01 00:00:00,
22942,104,38,1684702207,,0,,2023-05-21 20:50:07,1970-01-01 00:00:00,
22943,104,38,1684702268,,0,,2023-05-21 20:51:08,1970-01-01 00:00:00,
22944,109,40,1684702305,,0,,2023-05-21 20:51:45,1970-01-01 00:00:00,
22945,104,38,1684702362,,0,,2023-05-21 20:52:42,1970-01-01 00:00:00,
22948,104,38,1684702414,,0,,2023-05-21 20:53:34,1970-01-01 00:00:00,
22949,104,38,1684702466,,1684702470,0,2023-05-21 20:54:26,2023-05-21 20:54:30,0.0
22951,104,38,1684702575,,0,,2023-05-21 20:56:15,1970-01-01 00:00:00,
22952,104,38,1684702583,,1684702787,0,2023-05-21 20:56:23,2023-05-21 20:59:47,0.0
22956,105,38,1684702887,,0,,2023-05-21 21:01:27,1970-01-01 00:00:00,
22958,105,38,1684703067,,0,,2023-05-21 21:04:27,1970-01-01 00:00:00,
22961,105,38,1684703241,,0,,2023-05-21 21:07:21,1970-01-01 00:00:00,
22962,109,18,1684703251,,1684703276,0,2023-05-21 21:07:31,2023-05-21 21:07:56,0.0
22965,105,38,1684703290,,1684703301,1.000.000,2023-05-21 21:08:10,2023-05-21 21:08:21,10.0
22967,109,18,1684703355,,0,,2023-05-21 21:09:15,1970-01-01 00:00:00,
22969,106,38,1684703721,,0,,2023-05-21 21:15:21,1970-01-01 00:00:00,
22971,106,38,1684703773,,0,,2023-05-21 21:16:13,1970-01-01 00:00:00,
22972,109,18,1684703905,,0,,2023-05-21 21:18:25,1970-01-01 00:00:00,
22973,106,38,1684703959,,0,,2023-05-21 21:19:19,1970-01-01 00:00:00,
22975,109,18,1684703997,,0,,2023-05-21 21:19:57,1970-01-01 00:00:00,
22976,106,38,1684704011,,0,,2023-05-21 21:20:11,1970-01-01 00:00:00,
22978,109,18,1684704040,,0,,2023-05-21 21:20:40,1970-01-01 00:00:00,
22980,109,18,1684704120,,1684704214,1.000.000,2023-05-21 21:22:00,2023-05-21 21:23:34,10.0
22981,106,56,1684704125,,0,,2023-05-21 21:22:05,1970-01-01 00:00:00,
22982,106,56,1684704149,,1684704154,1.000.000,2023-05-21 21:22:29,2023-05-21 21:22:34,10.0
22988,110,18,1684704460,,0,,2023-05-21 21:27:40,1970-01-01 00:00:00,
22989,107,56,1684704536,,1684704541,0,2023-05-21 21:28:56,2023-05-21 21:29:01,0.0
22991,107,56,1684704652,,1684704656,1.000.000,2023-05-21 21:30:52,2023-05-21 21:30:56,10.0
22992,110,18,1684704726,,0,,2023-05-21 21:32:06,1970-01-01 00:00:00,
22993,110,18,1684704762,,0,,2023-05-21 21:32:42,1970-01-01 00:00:00,
22995,107,38,1684704830,,0,,2023-05-21 21:33:50,1970-01-01 00:00:00,
22999,110,18,1684704870,,1684704880,1.000.000,2023-05-21 21:34:30,2023-05-21 21:34:40,10.0
23000,107,38,1684704870,,0,,2023-05-21 21:34:30,1970-01-01 00:00:00,
23004,107,38,1684704892,,0,,2023-05-21 21:34:52,1970-01-01 00:00:00,
23020,107,38,1684705321,,0,,2023-05-21 21:42:01,1970-01-01 00:00:00,
23025,107,38,1684705497,,0,,2023-05-21 21:44:57,1970-01-01 00:00:00,
23029,107,38,1684705600,,1684705663,0,2023-05-21 21:46:40,2023-05-21 21:47:43,0.0
23060,111,18,1684708347,,0,,2023-05-21 22:32:27,1970-01-01 00:00:00,
23061,111,18,1684708378,,0,,2023-05-21 22:32:58,1970-01-01 00:00:00,
23062,111,18,1684708464,,0,,2023-05-21 22:34:24,1970-01-01 00:00:00,
23064,111,18,1684708477,,0,,2023-05-21 22:34:37,1970-01-01 00:00:00,
23068,111,18,1684708667,,1684708693,500.000,2023-05-21 22:37:47,2023-05-21 22:38:13,5.0
23069,111,18,1684708702,,1684708707,500.000,2023-05-21 22:38:22,2023-05-21 22:38:27,5.0
23070,111,18,1684708730,,1684708734,1.000.000,2023-05-21 22:38:50,2023-05-21 22:38:54,10.0
23075,108,39,1684708820,,0,,2023-05-21 22:40:20,1970-01-01 00:00:00,
23080,108,39,1684708986,,0,,2023-05-21 22:43:06,1970-01-01 00:00:00,
23083,108,39,1684709200,,0,,2023-05-21 22:46:40,1970-01-01 00:00:00,
23084,108,39,1684709248,,0,,2023-05-21 22:47:28,1970-01-01 00:00:00,
23088,108,39,1684709415,,0,,2023-05-21 22:50:15,1970-01-01 00:00:00,
23089,108,39,1684709481,,0,,2023-05-21 22:51:21,1970-01-01 00:00:00,
23090,108,39,1684709524,,0,,2023-05-21 22:52:04,1970-01-01 00:00:00,
23091,108,39,1684709569,,1684709596,500.000,2023-05-21 22:52:49,2023-05-21 22:53:16,5.0
23092,108,39,1684709636,,1684709642,500.000,2023-05-21 22:53:56,2023-05-21 22:54:02,5.0
23093,108,39,1684709649,,0,,2023-05-21 22:54:09,1970-01-01 00:00:00,
23094,108,39,1684709819,,0,,2023-05-21 22:56:59,1970-01-01 00:00:00,
23095,108,39,1684709875,,0,,2023-05-21 22:57:55,1970-01-01 00:00:00,
23096,108,39,1684709927,,0,,2023-05-21 22:58:47,1970-01-01 00:00:00,
23097,108,39,1684710004,,0,,2023-05-21 23:00:04,1970-01-01 00:00:00,
23099,108,39,1684710058,,0,,2023-05-21 23:00:58,1970-01-01 00:00:00,
23101,103,38,1684710450,,0,,2023-05-21 23:07:30,1970-01-01 00:00:00,
23102,103,38,1684710504,,0,,2023-05-21 23:08:24,1970-01-01 00:00:00,
23103,103,38,1684710543,,1684710547,0,2023-05-21 23:09:03,2023-05-21 23:09:07,0.0
23106,108,39,1684710923,,1684710929,500.000,2023-05-21 23:15:23,2023-05-21 23:15:29,5.0
23107,103,38,1684710934,,0,,2023-05-21 23:15:34,1970-01-01 00:00:00,
23108,108,39,1684710946,,1684710987,1.000.000,2023-05-21 23:15:46,2023-05-21 23:16:27,10.0
23109,103,38,1684710949,,1684710964,0,2023-05-21 23:15:49,2023-05-21 23:16:04,0.0
23110,111,46,1684711042,,0,,2023-05-21 23:17:22,1970-01-01 00:00:00,
23111,111,46,1684711056,,0,,2023-05-21 23:17:36,1970-01-01 00:00:00,
23112,109,39,1684711459,,0,,2023-05-21 23:24:19,1970-01-01 00:00:00,
23113,109,39,1684711522,,0,,2023-05-21 23:25:22,1970-01-01 00:00:00,
23114,109,39,1684711535,,1684711559,1.000.000,2023-05-21 23:25:35,2023-05-21 23:25:59,10.0
23115,110,39,1684711706,,0,,2023-05-21 23:28:26,1970-01-01 00:00:00,
23116,110,39,1684711734,,0,,2023-05-21 23:28:54,1970-01-01 00:00:00,
23118,110,39,1684711931,,0,,2023-05-21 23:32:11,1970-01-01 00:00:00,
23121,110,39,1684711965,,0,,2023-05-21 23:32:45,1970-01-01 00:00:00,
23124,110,39,1684712039,,0,,2023-05-21 23:33:59,1970-01-01 00:00:00,
23125,110,39,1684712106,,0,,2023-05-21 23:35:06,1970-01-01 00:00:00,
23127,110,39,1684712124,,0,,2023-05-21 23:35:24,1970-01-01 00:00:00,
23129,110,39,1684712169,,1684712174,1.000.000,2023-05-21 23:36:09,2023-05-21 23:36:14,10.0
23130,111,39,1684712392,,0,,2023-05-21 23:39:52,1970-01-01 00:00:00,
23131,111,39,1684712420,,0,,2023-05-21 23:40:20,1970-01-01 00:00:00,
23133,111,39,1684712496,,0,,2023-05-21 23:41:36,1970-01-01 00:00:00,
23136,111,39,1684712540,,1684712565,1.000.000,2023-05-21 23:42:20,2023-05-21 23:42:45,10.0
23149,106,38,1684713086,,0,,2023-05-21 23:51:26,1970-01-01 00:00:00,
23151,106,38,1684713145,,0,,2023-05-21 23:52:25,1970-01-01 00:00:00,
23154,106,38,1684713182,,0,,2023-05-21 23:53:02,1970-01-01 00:00:00,
23158,106,38,1684713239,,0,,2023-05-21 23:53:59,1970-01-01 00:00:00,
23161,106,38,1684713282,,0,,2023-05-21 23:54:42,1970-01-01 00:00:00,
23163,106,38,1684713322,,0,,2023-05-21 23:55:22,1970-01-01 00:00:00,
23164,107,63,1684713362,,0,,2023-05-21 23:56:02,1970-01-01 00:00:00,
23165,106,38,1684713382,,0,,2023-05-21 23:56:22,1970-01-01 00:00:00,
23166,107,63,1684713384,,0,,2023-05-21 23:56:24,1970-01-01 00:00:00,
23168,106,38,1684713421,,0,,2023-05-21 23:57:01,1970-01-01 00:00:00,
23170,107,63,1684713442,,0,,2023-05-21 23:57:22,1970-01-01 00:00:00,
23172,106,38,1684713468,,1684713499,1.000.000,2023-05-21 23:57:48,2023-05-21 23:58:19,10.0
23173,107,63,1684713512,,0,,2023-05-21 23:58:32,1970-01-01 00:00:00,
23174,107,63,1684713557,,0,,2023-05-21 23:59:17,1970-01-01 00:00:00,
23177,107,63,1684713613,,0,,2023-05-22 00:00:13,1970-01-01 00:00:00,
23183,107,63,1684713671,,0,,2023-05-22 00:01:11,1970-01-01 00:00:00,
23186,107,63,1684713712,,0,,2023-05-22 00:01:52,1970-01-01 00:00:00,
23189,104,38,1684713723,,0,,2023-05-22 00:02:03,1970-01-01 00:00:00,
23192,104,38,1684713767,,0,,2023-05-22 00:02:47,1970-01-01 00:00:00,
23193,107,63,1684713897,,1684713900,1.000.000,2023-05-22 00:04:57,2023-05-22 00:05:00,10.0
23194,104,38,1684713949,,0,,2023-05-22 00:05:49,1970-01-01 00:00:00,
23196,104,38,1684713961,,0,,2023-05-22 00:06:01,1970-01-01 00:00:00,
23203,104,38,1684714452,,0,,2023-05-22 00:14:12,1970-01-01 00:00:00,
23205,104,38,1684714475,,1684714497,0,2023-05-22 00:14:35,2023-05-22 00:14:57,0.0
23273,103,65,1684718361,,0,,2023-05-22 01:19:21,1970-01-01 00:00:00,
23282,107,37,1684719126,,0,,2023-05-22 01:32:06,1970-01-01 00:00:00,
23283,107,37,1684719217,,0,,2023-05-22 01:33:37,1970-01-01 00:00:00,
23285,107,37,1684719260,,0,,2023-05-22 01:34:20,1970-01-01 00:00:00,
23291,107,37,1684719400,,0,,2023-05-22 01:36:40,1970-01-01 00:00:00,
23292,107,37,1684719583,,0,,2023-05-22 01:39:43,1970-01-01 00:00:00,
23294,107,37,1684719623,,0,,2023-05-22 01:40:23,1970-01-01 00:00:00,
23295,107,37,1684719794,,0,,2023-05-22 01:43:14,1970-01-01 00:00:00,
23296,107,37,1684719806,,0,,2023-05-22 01:43:26,1970-01-01 00:00:00,
23297,107,37,1684719884,,1684719899,1.000.000,2023-05-22 01:44:44,2023-05-22 01:44:59,10.0
23298,108,37,1684720156,,0,,2023-05-22 01:49:16,1970-01-01 00:00:00,
23299,108,37,1684720253,,0,,2023-05-22 01:50:53,1970-01-01 00:00:00,
23300,108,37,1684720283,,0,,2023-05-22 01:51:23,1970-01-01 00:00:00,
23301,108,37,1684720386,,0,,2023-05-22 01:53:06,1970-01-01 00:00:00,
23302,108,37,1684720652,,0,,2023-05-22 01:57:32,1970-01-01 00:00:00,
23303,108,37,1684720691,,0,,2023-05-22 01:58:11,1970-01-01 00:00:00,
23304,108,37,1684720780,,0,,2023-05-22 01:59:40,1970-01-01 00:00:00,
23305,108,37,1684720903,,1684720969,500.000,2023-05-22 02:01:43,2023-05-22 02:02:49,5.0
23306,108,37,1684721085,,0,,2023-05-22 02:04:45,1970-01-01 00:00:00,
23307,108,37,1684721149,,0,,2023-05-22 02:05:49,1970-01-01 00:00:00,
23308,108,37,1684721171,,0,,2023-05-22 02:06:11,1970-01-01 00:00:00,
23309,108,37,1684721229,,1684721282,500.000,2023-05-22 02:07:09,2023-05-22 02:08:02,5.0
23310,108,37,1684721357,,0,,2023-05-22 02:09:17,1970-01-01 00:00:00,
23311,108,37,1684721394,,1684721488,500.000,2023-05-22 02:09:54,2023-05-22 02:11:28,5.0
23312,108,37,1684721596,,1684721666,500.000,2023-05-22 02:13:16,2023-05-22 02:14:26,5.0
23313,108,37,1684721750,,0,,2023-05-22 02:15:50,1970-01-01 00:00:00,
23314,108,37,1684722119,,0,,2023-05-22 02:21:59,1970-01-01 00:00:00,
23319,108,37,1684722250,,0,,2023-05-22 02:24:10,1970-01-01 00:00:00,
23324,108,37,1684722459,,0,,2023-05-22 02:27:39,1970-01-01 00:00:00,
23328,108,37,1684722802,,0,,2023-05-22 02:33:22,1970-01-01 00:00:00,
23330,108,37,1684722825,,0,,2023-05-22 02:33:45,1970-01-01 00:00:00,
23331,108,37,1684722869,,1684722928,0,2023-05-22 02:34:29,2023-05-22 02:35:28,0.0
23332,108,37,1684723017,,1684723053,500.000,2023-05-22 02:36:57,2023-05-22 02:37:33,5.0
23333,108,37,1684723134,,1684723144,1.000.000,2023-05-22 02:38:54,2023-05-22 02:39:04,10.0
23334,108,38,1684723200,,0,,2023-05-22 02:40:00,1970-01-01 00:00:00,
23336,108,38,1684723239,,1684723302,500.000,2023-05-22 02:40:39,2023-05-22 02:41:42,5.0
23337,108,38,1684723593,,1684723602,500.000,2023-05-22 02:46:33,2023-05-22 02:46:42,5.0
23338,108,38,1684723678,,1684723698,500.000,2023-05-22 02:47:58,2023-05-22 02:48:18,5.0
23339,106,57,1684723784,,1684723834,1.000.000,2023-05-22 02:49:44,2023-05-22 02:50:34,10.0
23340,109,38,1684724143,,0,,2023-05-22 02:55:43,1970-01-01 00:00:00,
23341,109,38,1684724154,,1684724176,1.000.000,2023-05-22 02:55:54,2023-05-22 02:56:16,10.0
23346,110,38,1684724538,,1684724558,1.000.000,2023-05-22 03:02:18,2023-05-22 03:02:38,10.0
23347,111,38,1684724969,,0,,2023-05-22 03:09:29,1970-01-01 00:00:00,
23348,111,38,1684725000,,1684725019,500.000,2023-05-22 03:10:00,2023-05-22 03:10:19,5.0
23349,107,57,1684725079,,0,,2023-05-22 03:11:19,1970-01-01 00:00:00,
23351,107,57,1684725127,,0,,2023-05-22 03:12:07,1970-01-01 00:00:00,
23352,107,57,1684725387,,0,,2023-05-22 03:16:27,1970-01-01 00:00:00,
23358,108,56,1684727902,,1684727908,0,2023-05-22 03:58:22,2023-05-22 03:58:28,0.0
23359,108,56,1684728386,,1684728391,0,2023-05-22 04:06:26,2023-05-22 04:06:31,0.0
23360,108,56,1684728502,,0,,2023-05-22 04:08:22,1970-01-01 00:00:00,
23361,108,56,1684728800,,1684728805,0,2023-05-22 04:13:20,2023-05-22 04:13:25,0.0
23362,108,56,1684728837,,1684728842,0,2023-05-22 04:13:57,2023-05-22 04:14:02,0.0
23363,108,56,1684728940,,0,,2023-05-22 04:15:40,1970-01-01 00:00:00,
23364,108,56,1684729071,,1684729075,0,2023-05-22 04:17:51,2023-05-22 04:17:55,0.0
23365,108,56,1684729147,,0,,2023-05-22 04:19:07,1970-01-01 00:00:00,
23366,103,60,1684757232,,0,,2023-05-22 12:07:12,1970-01-01 00:00:00,
23368,103,60,1684757280,,0,,2023-05-22 12:08:00,1970-01-01 00:00:00,
23371,103,60,1684757326,,0,,2023-05-22 12:08:46,1970-01-01 00:00:00,
23372,103,60,1684757376,,0,,2023-05-22 12:09:36,1970-01-01 00:00:00,
23373,103,60,1684757388,,0,,2023-05-22 12:09:48,1970-01-01 00:00:00,
23374,103,60,1684757638,,0,,2023-05-22 12:13:58,1970-01-01 00:00:00,
23375,103,60,1684757710,,0,,2023-05-22 12:15:10,1970-01-01 00:00:00,
23376,103,60,1684757808,,0,,2023-05-22 12:16:48,1970-01-01 00:00:00,
